cluster,longitude,latitude,edad,PRECTOTCORR,PAR,arcillas_0-30cm_mean,arena_0-30cm_mean,limo_0-30cm_mean
0,-76.32,3.65,7.0,0.78,127.96,36.87,29.4,33.73
0,-76.36,3.77,7.0,0.0,126.04,35.73,23.07,41.2
0,-76.36,3.77,7.1,0.0,126.04,35.73,23.07,41.2
0,-76.36,3.77,7.0,0.0,126.04,35.73,23.07,41.2
0,-76.26,3.98,7.6,0.0,126.04,37.77,29.3,32.93
0,-76.32,3.65,7.0,0.12,126.04,37.23,29.77,33.0
0,-76.26,3.98,7.7,0.0,126.04,37.77,29.3,32.93
0,-76.27,3.98,7.7,0.0,126.04,36.87,28.9,34.2
0,-76.36,3.77,7.0,0.0,126.04,36.5,23.43,40.07
0,-76.36,3.77,7.1,0.12,126.04,36.5,23.43,40.07
0,-76.36,3.77,7.0,0.0,126.04,36.5,23.43,40.07
0,-76.34,3.25,7.0,0.0,126.04,38.5,22.4,39.1
0,-76.34,3.25,7.1,0.12,127.96,38.5,22.4,39.1
0,-76.34,3.25,7.0,0.0,126.04,38.5,22.4,39.1
0,-76.36,3.89,7.0,0.0,126.04,36.37,27.57,36.1
0,-76.0,4.71,7.6,0.0,126.04,38.47,28.93,32.6
0,-76.27,3.98,7.6,0.0,126.04,36.87,28.9,34.2
0,-76.32,3.65,7.0,0.0,126.04,36.87,29.4,33.73
0,-76.36,3.77,7.0,0.0,126.04,35.73,23.07,41.2
0,-76.3,3.61,7.0,0.0,126.04,39.67,21.73,38.6
0,-76.33,3.28,7.0,0.0,126.04,39.47,25.2,35.3
0,-76.3,3.61,7.0,0.0,126.04,39.67,21.73,38.6
0,-76.3,3.61,7.1,0.12,127.96,39.67,21.73,38.6
0,-76.25,3.63,7.0,0.0,126.04,33.83,32.33,33.83
0,-76.25,3.63,7.0,0.0,126.04,33.83,32.33,33.83
0,-76.25,3.63,7.0,0.0,126.04,33.83,32.33,33.83
0,-76.3,3.61,7.0,0.12,126.04,39.67,21.73,38.6
0,-76.33,3.28,7.0,0.12,127.96,39.47,25.2,35.3
0,-76.33,3.28,7.0,0.12,126.04,39.47,25.2,35.3
0,-76.33,3.28,7.0,0.41,130.77,39.47,25.2,35.3
0,-76.32,3.65,7.0,0.0,126.04,36.87,29.4,33.73
0,-76.37,3.12,7.0,0.78,130.41,40.9,21.37,37.77
0,-76.37,3.12,7.0,0.0,126.04,40.9,21.37,37.77
0,-76.3,3.68,7.0,0.12,126.04,39.4,31.0,29.63
0,-76.33,3.23,7.0,0.0,126.04,36.5,22.93,40.6
0,-76.38,3.77,7.0,0.0,126.04,37.93,21.4,40.63
0,-76.38,3.77,7.0,0.0,126.04,36.37,21.9,41.7
0,-76.29,3.81,7.0,0.0,126.04,36.5,29.47,34.07
0,-76.47,3.58,7.0,0.0,126.04,35.23,28.07,36.7
0,-76.39,3.47,7.0,0.0,126.04,40.27,25.17,34.57
0,-76.35,3.3,7.0,0.0,126.04,41.53,21.37,37.07
0,-76.39,3.47,7.0,0.12,127.96,40.27,25.17,34.57
0,-76.29,3.69,7.0,0.12,127.96,36.6,26.37,37.07
0,-76.35,3.3,7.0,1.81,128.17,41.53,21.37,37.07
0,-76.29,3.69,7.0,1.81,128.17,36.6,26.37,37.07
0,-76.34,3.92,7.0,1.81,128.17,37.23,26.47,36.27
0,-76.38,3.77,7.0,1.81,128.17,36.37,21.9,41.7
0,-76.38,3.77,7.0,1.81,128.17,36.37,21.9,41.7
0,-76.34,3.92,7.1,1.81,128.17,37.23,26.47,36.27
0,-76.39,3.47,7.0,1.81,128.17,40.27,25.17,34.57
0,-76.34,3.92,7.0,1.81,128.17,37.23,26.47,36.27
0,-76.32,3.69,7.7,1.81,128.17,42.43,30.13,27.43
0,-76.28,3.7,7.7,1.81,128.17,37.67,26.0,36.4
0,-76.33,3.14,7.0,1.81,128.17,37.6,23.4,39.0
0,-76.27,3.56,7.7,1.81,128.17,37.7,26.37,35.93
0,-76.47,3.58,7.0,1.81,128.17,35.23,28.07,36.7
0,-76.23,3.4,7.0,1.81,128.17,34.3,33.4,32.27
0,-76.23,3.4,7.0,1.81,128.17,34.3,33.4,32.27
0,-76.47,3.58,7.1,1.81,128.17,35.23,28.07,36.7
0,-76.28,3.7,7.6,1.81,128.17,37.67,26.0,36.4
0,-76.33,3.23,7.1,1.81,128.17,36.5,22.93,40.6
0,-76.41,3.68,7.0,1.81,128.17,32.67,21.87,45.43
0,-76.41,3.68,7.1,1.81,128.17,32.67,21.87,45.43
0,-76.41,3.68,7.0,1.81,128.17,32.67,21.87,45.43
0,-76.33,3.14,7.0,1.81,128.17,37.6,23.4,39.0
0,-76.47,3.58,7.0,1.81,128.17,35.23,28.07,36.7
0,-76.32,3.69,7.6,1.81,128.17,42.43,30.13,27.43
0,-76.27,3.56,7.6,1.59,128.17,37.7,26.37,35.93
0,-76.22,4.11,7.0,1.59,128.17,41.7,23.03,35.27
0,-76.27,3.67,7.6,1.59,128.17,34.47,31.53,33.97
0,-76.42,3.55,7.0,1.59,128.17,39.27,27.63,33.1
0,-76.33,3.23,7.0,1.81,128.17,36.5,22.93,40.6
0,-76.22,4.11,7.0,1.81,128.17,41.7,23.03,35.27
0,-76.3,3.68,7.0,1.81,128.17,39.4,31.0,29.63
0,-76.42,3.55,7.0,1.59,128.17,39.27,27.63,33.1
0,-76.29,3.81,7.0,1.59,128.17,36.5,29.47,34.07
0,-76.29,3.81,7.0,1.81,128.17,36.5,29.47,34.07
0,-76.27,3.69,7.0,1.81,128.17,36.07,26.1,37.83
0,-76.22,4.11,7.0,1.81,128.17,41.7,23.03,35.27
0,-76.29,3.69,7.0,1.81,128.17,36.6,26.37,37.07
0,-76.27,3.69,7.0,1.59,128.17,36.07,26.1,37.83
0,-76.27,3.67,7.7,1.81,128.17,34.47,31.53,33.97
0,-76.35,3.3,7.0,1.81,128.17,41.53,21.37,37.07
0,-75.98,4.69,7.0,1.81,128.17,34.2,30.47,35.37
0,-75.98,4.69,7.0,1.81,128.17,34.2,30.47,35.37
0,-76.42,3.55,7.1,1.81,128.17,39.27,27.63,33.1
0,-76.22,3.59,7.0,1.81,128.17,35.1,27.33,37.57
0,-76.22,3.59,7.0,1.81,128.17,35.1,27.33,37.57
0,-76.22,3.59,7.0,1.59,128.17,35.1,27.33,37.57
0,-76.27,3.69,7.0,1.59,128.17,36.07,26.1,37.83
0,-75.98,4.69,7.0,1.59,128.17,34.2,30.47,35.37
0,-76.38,3.8,7.0,1.81,128.17,38.17,25.27,36.6
0,-76.38,3.8,7.56,1.81,128.17,38.17,25.27,36.6
0,-76.29,3.66,7.0,1.81,128.17,36.97,32.57,30.5
0,-75.87,5.05,7.56,1.81,128.17,39.43,28.47,32.13
0,-76.37,3.37,7.0,1.81,128.17,36.27,22.83,40.9
0,-76.3,3.63,7.0,1.81,128.17,39.13,23.97,36.9
0,-76.25,3.63,7.0,1.81,128.17,32.93,33.47,33.67
0,-76.18,4.17,7.0,1.81,128.17,37.13,26.03,36.87
0,-76.37,3.25,7.0,1.81,128.17,40.9,21.03,38.1
0,-75.87,5.05,7.0,1.81,128.17,39.43,28.47,32.13
0,-76.43,3.69,7.0,1.81,128.17,34.37,30.5,35.17
0,-76.3,3.75,7.0,1.81,128.17,41.8,29.23,28.97
0,-76.35,3.63,7.0,1.81,128.17,37.07,26.8,36.13
0,-76.36,3.74,7.0,1.81,128.17,35.3,27.7,37.07
0,-76.31,3.76,7.0,1.81,128.17,35.5,30.93,33.57
0,-76.37,3.73,7.0,1.81,128.17,36.0,25.33,38.67
0,-76.24,3.48,7.0,1.81,128.17,37.13,31.5,31.33
0,-76.4,3.67,7.0,1.81,128.17,35.8,23.33,40.9
0,-76.16,4.26,7.0,1.81,128.17,34.17,25.43,40.4
0,-76.24,3.48,7.0,1.81,128.17,37.13,31.5,31.33
0,-76.52,3.28,7.0,1.81,128.17,38.23,27.0,34.77
0,-76.31,3.76,7.0,1.81,128.17,35.5,30.93,33.57
0,-76.16,4.26,7.0,1.81,128.17,34.17,25.43,40.4
0,-76.31,3.21,7.0,1.81,128.17,39.67,24.13,36.2
0,-76.37,3.73,7.56,1.81,128.17,36.0,25.33,38.67
0,-76.36,3.45,7.56,1.81,128.17,36.67,23.07,40.23
0,-76.37,3.89,7.0,1.81,128.17,37.7,27.03,35.27
0,-76.37,3.89,7.0,1.81,128.17,37.7,27.03,35.27
0,-76.35,3.63,7.0,1.81,128.17,37.07,26.8,36.13
0,-76.41,3.58,7.0,1.81,128.17,33.97,27.1,38.9
0,-76.31,3.64,7.0,1.81,128.17,37.4,28.9,33.7
0,-76.36,3.73,7.0,1.81,128.17,35.8,28.17,35.97
0,-75.87,5.05,7.0,1.81,128.17,37.33,28.9,33.77
0,-76.32,3.23,7.0,1.81,128.17,38.53,21.57,39.9
0,-76.39,3.48,7.0,1.81,128.17,38.17,25.27,36.53
0,-76.39,3.48,7.0,1.81,128.17,38.17,25.27,36.53
0,-76.31,3.83,7.56,1.81,128.17,35.1,26.0,38.9
0,-76.35,3.42,7.0,1.81,128.17,40.1,22.03,37.9
0,-76.31,3.83,7.0,1.81,128.17,35.1,26.0,38.9
0,-76.23,3.66,7.0,1.81,128.17,38.8,32.83,28.33
0,-75.85,5.07,7.0,1.81,128.17,35.6,28.3,36.07
0,-75.92,4.89,7.0,1.81,128.17,36.13,30.73,33.13
0,-75.85,5.07,7.0,1.81,128.17,35.6,28.3,36.07
0,-76.31,3.83,7.56,1.81,128.17,36.63,27.47,35.9
0,-76.37,3.44,7.0,1.81,128.17,41.5,21.77,36.73
0,-75.93,4.68,7.0,1.81,128.17,37.77,29.47,32.77
0,-76.39,3.74,7.0,1.81,128.17,31.37,22.77,45.83
0,-76.39,3.74,7.56,1.81,128.17,31.37,22.77,45.83
0,-76.29,3.62,7.0,1.81,128.17,37.4,25.5,37.07
0,-76.29,3.62,7.0,1.81,128.17,37.4,25.5,37.07
0,-76.39,3.74,7.0,1.81,128.17,33.97,28.37,37.7
0,-76.31,3.83,7.0,1.81,128.17,36.63,27.47,35.9
0,-76.26,4.1,7.0,1.81,128.17,38.57,30.5,30.93
0,-75.92,4.89,7.0,1.81,128.17,36.13,30.73,33.13
0,-76.25,3.98,7.0,1.81,128.17,39.77,29.13,31.13
0,-76.02,4.61,7.0,1.81,128.17,39.5,27.57,32.93
0,-76.03,4.64,7.0,1.81,128.17,39.2,28.93,31.87
0,-76.39,3.74,7.0,1.81,128.17,33.97,28.37,37.7
0,-76.39,3.75,7.0,1.81,128.17,36.8,23.2,40.03
0,-76.35,3.42,7.0,1.81,128.17,38.17,22.47,39.37
0,-76.42,3.51,7.0,1.81,128.17,37.3,24.63,38.1
0,-76.03,4.64,7.0,1.81,128.17,39.2,28.93,31.87
0,-76.32,3.76,7.0,1.81,128.17,31.77,29.67,38.57
0,-76.32,3.76,7.0,1.81,128.17,31.77,29.67,38.57
0,-76.36,3.45,7.0,1.81,128.17,36.67,23.07,40.23
0,-76.47,3.28,7.0,1.81,128.17,39.9,24.73,35.4
0,-76.02,4.61,7.56,1.81,128.17,39.5,27.57,32.93
0,-76.41,3.58,7.0,1.81,128.17,33.97,27.1,38.9
0,-76.3,3.48,7.0,0.28,125.84,40.03,28.17,31.77
0,-76.22,3.56,7.0,0.25,125.84,37.2,30.83,31.97
0,-76.22,3.56,7.56,0.28,125.84,37.2,30.83,31.97
0,-76.31,3.23,7.56,0.28,125.84,37.3,22.47,40.27
0,-76.31,3.23,7.0,0.25,125.84,37.3,22.47,40.27
0,-76.25,3.98,7.0,0.25,125.84,39.77,29.13,31.13
0,-75.87,5.05,7.0,0.79,130.7,37.33,28.9,33.77
0,-76.3,3.45,7.0,0.25,125.84,36.17,26.37,37.5
0,-75.93,4.68,7.0,0.25,125.84,37.77,29.47,32.77
0,-76.32,3.23,7.0,0.25,125.84,38.43,21.3,40.3
0,-76.08,4.43,7.0,0.25,125.84,36.53,27.03,36.43
0,-76.32,3.9,7.0,0.25,125.84,36.03,28.47,35.53
0,-76.27,3.33,7.0,0.25,125.84,34.87,27.57,37.53
0,-76.32,3.9,7.0,0.25,125.84,36.03,28.47,35.53
0,-76.21,3.35,7.0,0.25,125.84,35.47,36.53,27.93
0,-76.16,4.27,7.0,0.32,130.7,37.1,24.23,38.63
0,-76.23,4.01,7.0,0.25,125.84,38.4,33.1,28.47
0,-76.33,3.78,7.0,0.25,125.84,35.97,22.8,41.27
0,-76.32,3.23,7.0,0.28,125.84,38.43,21.3,40.3
0,-76.41,3.56,7.0,0.28,125.84,39.7,20.33,39.97
0,-76.08,4.43,7.0,0.25,125.84,36.53,27.03,36.43
0,-75.9,4.91,7.0,0.28,125.84,38.23,30.0,31.77
0,-75.9,4.91,7.0,0.28,125.84,38.23,30.0,31.77
0,-76.25,3.63,7.56,0.25,125.84,33.9,34.57,31.53
0,-76.36,3.38,7.0,0.25,125.84,36.3,22.7,41.0
0,-76.25,3.63,7.0,0.25,125.84,33.9,34.57,31.53
0,-76.27,3.33,7.0,0.25,125.84,34.87,27.57,37.53
0,-76.29,3.93,7.0,0.25,125.84,33.5,30.23,36.2
0,-76.29,3.71,7.0,0.25,125.84,37.87,29.87,32.23
0,-76.27,3.65,7.0,0.25,125.84,33.87,33.6,32.57
0,-76.27,3.65,7.56,0.25,125.84,33.87,33.6,32.57
0,-76.29,3.68,7.0,0.25,125.84,32.07,28.63,39.27
0,-76.43,3.34,7.0,0.25,125.84,39.43,18.57,42.0
4,-76.64,3.11,7.0,0.25,125.84,36.83,31.3,31.87
0,-76.26,3.63,7.0,0.25,125.84,32.4,31.87,35.7
4,-76.64,3.11,7.0,0.25,125.84,36.83,31.3,31.87
0,-76.36,3.38,7.0,0.25,125.84,37.0,21.1,41.93
0,-76.39,3.47,7.0,0.25,125.84,39.37,25.0,35.63
0,-76.32,4.05,7.56,0.25,125.84,36.33,34.03,29.63
0,-76.34,3.19,7.0,0.32,130.7,35.3,23.07,41.63
0,-76.16,4.27,7.0,0.25,125.84,37.1,24.23,38.63
0,-76.57,3.29,7.0,0.25,125.84,34.23,31.5,34.23
0,-76.36,3.38,7.56,0.25,125.84,37.0,21.1,41.93
0,-76.46,3.27,7.0,0.32,125.84,40.9,21.33,37.77
0,-76.36,3.38,7.56,0.79,130.7,36.3,22.7,41.0
0,-76.32,3.48,7.0,0.25,125.84,38.0,30.2,31.83
0,-76.24,4.1,7.0,0.25,125.84,36.63,27.33,36.03
0,-75.92,4.9,7.0,0.25,125.84,33.63,30.6,35.77
0,-76.41,3.56,7.0,0.79,135.09,39.7,20.33,39.97
0,-76.52,3.26,7.0,0.32,130.7,35.87,23.53,40.6
0,-76.46,3.27,7.0,0.32,125.84,40.9,21.33,37.77
0,-76.52,3.26,7.0,0.25,125.84,35.87,23.53,40.6
0,-76.27,3.72,7.0,0.25,125.84,41.43,28.1,30.47
0,-76.02,4.67,7.0,0.25,125.84,34.37,29.57,36.07
0,-76.02,4.67,7.0,0.32,130.7,34.37,29.57,36.07
0,-75.93,4.64,7.0,0.32,130.7,38.5,29.27,32.2
0,-75.93,4.64,7.0,0.79,130.7,38.5,29.27,32.2
0,-76.26,3.63,7.0,0.25,125.84,32.4,31.87,35.7
0,-76.32,4.05,7.0,0.25,125.84,36.33,34.03,29.63
0,-76.4,3.67,7.0,0.25,125.84,35.8,23.33,40.9
0,-76.29,3.93,7.0,0.32,125.84,33.5,30.23,36.2
0,-76.24,4.1,7.0,0.25,125.84,36.63,27.33,36.03
0,-76.41,3.48,7.0,0.25,125.84,36.87,26.5,36.63
0,-76.39,3.59,7.0,0.25,125.84,36.6,26.23,37.17
0,-76.31,3.78,7.0,0.25,125.84,35.87,24.23,39.87
0,-76.39,3.59,7.0,0.28,125.84,36.6,26.23,37.17
0,-76.39,3.7,7.0,0.28,125.84,35.6,24.37,40.03
0,-76.26,3.56,7.0,0.25,125.84,42.2,24.93,32.87
0,-76.33,3.54,7.0,0.25,125.84,34.9,28.27,36.8
0,-76.34,3.33,7.0,0.25,125.84,42.3,21.87,35.83
0,-76.36,3.68,7.0,0.25,125.84,36.03,23.67,40.3
0,-76.41,3.47,7.0,0.79,135.09,36.77,28.93,34.3
0,-76.41,3.47,7.0,0.25,125.84,36.77,28.93,34.3
0,-76.33,3.56,7.0,0.25,125.84,40.07,24.1,35.83
0,-76.35,3.68,7.0,0.28,125.84,38.1,23.87,38.0
0,-76.39,3.59,7.0,0.25,125.84,36.6,26.23,37.17
0,-76.3,3.93,7.0,0.25,125.84,33.27,29.03,37.73
0,-76.39,3.7,7.0,0.25,125.84,35.6,24.37,40.03
0,-76.33,3.54,7.0,0.32,125.84,34.9,28.27,36.8
0,-76.26,3.56,7.0,0.32,125.84,42.2,24.93,32.87
0,-76.36,3.67,7.0,0.32,125.84,34.77,25.7,39.57
0,-76.36,3.68,7.0,0.25,125.84,35.57,23.7,40.73
0,-76.26,3.56,7.0,0.25,125.84,42.2,24.93,32.87
0,-76.36,3.68,7.0,0.79,130.7,35.57,23.7,40.73
0,-76.41,3.47,7.0,0.25,125.84,36.77,28.93,34.3
0,-76.33,3.55,7.0,0.25,125.84,40.43,22.77,36.83
0,-76.39,3.7,7.0,0.25,125.84,35.6,24.37,40.03
0,-76.34,3.42,7.0,0.25,125.84,40.83,21.4,37.73
0,-76.34,3.42,7.0,0.28,125.84,40.83,21.4,37.73
0,-76.34,3.42,7.0,0.25,125.84,40.83,21.4,37.73
0,-76.41,3.48,7.0,0.25,125.84,36.87,26.5,36.63
0,-76.34,3.42,7.0,6.65,131.06,40.83,21.4,37.73
0,-76.31,3.78,7.0,0.35,128.84,35.87,24.23,39.87
0,-76.31,3.78,7.0,6.65,134.56,35.87,24.23,39.87
0,-76.26,3.56,7.0,6.65,131.06,42.2,24.93,32.87
0,-76.39,3.59,7.0,1.97,131.06,36.6,26.23,37.17
0,-76.31,3.78,7.0,6.65,134.56,35.87,24.23,39.87
0,-76.29,3.44,7.0,0.35,128.84,36.73,27.97,35.33
0,-76.39,3.7,7.0,0.35,128.84,35.6,24.37,40.03
0,-76.32,3.6,7.0,0.88,134.56,37.43,25.63,36.97
0,-76.39,3.7,7.0,6.65,131.06,35.6,24.37,40.03
0,-76.29,3.44,7.0,0.88,134.56,36.73,27.97,35.33
0,-76.41,3.47,7.0,0.88,134.56,36.77,28.93,34.3
0,-76.3,3.93,7.0,1.97,131.06,33.27,29.03,37.73
0,-76.41,3.47,7.0,0.02,128.84,36.77,28.93,34.3
0,-76.32,3.23,7.0,1.97,131.06,38.53,21.57,39.9
0,-76.36,3.67,7.0,0.02,128.84,34.77,25.7,39.57
0,-76.41,3.47,7.0,6.65,131.06,36.77,28.93,34.3
0,-76.26,3.56,7.0,0.02,128.84,42.2,24.93,32.87
0,-76.31,3.78,7.0,6.65,131.06,35.87,24.23,39.87
0,-76.43,3.43,7.0,6.65,131.06,39.13,24.7,36.17
0,-76.26,3.34,7.0,0.61,130.88,43.67,23.8,32.53
0,-76.38,3.63,7.0,0.0,130.77,40.47,22.7,36.83
0,-76.22,3.37,7.0,0.0,130.77,42.13,26.47,31.4
0,-76.27,3.78,7.0,0.61,130.88,31.77,28.87,39.4
0,-76.15,4.25,7.0,0.03,130.77,38.4,24.1,37.53
0,-76.28,3.19,7.0,0.0,130.77,38.1,27.8,34.17
0,-76.48,3.56,7.0,0.0,130.77,33.17,25.8,41.03
0,-76.41,3.48,7.0,0.03,130.77,36.87,26.5,36.63
0,-76.27,3.29,7.0,0.03,130.77,38.23,26.07,35.7
0,-76.35,3.61,7.0,0.03,130.77,36.07,25.0,38.93
0,-76.41,3.48,7.0,0.0,130.77,36.87,26.5,36.63
0,-76.22,3.37,7.0,0.0,130.77,42.13,26.47,31.4
0,-76.27,3.29,7.0,0.0,130.77,38.23,26.07,35.7
0,-76.35,3.61,7.0,0.0,130.77,36.07,25.0,38.93
0,-76.43,3.43,7.0,0.0,130.77,39.13,24.7,36.17
0,-76.35,3.61,7.0,0.0,130.77,36.07,25.0,38.93
0,-76.25,3.68,7.0,0.0,130.77,37.27,28.23,34.47
0,-76.28,3.57,7.0,0.0,130.77,37.73,27.27,34.93
0,-76.28,3.57,7.0,0.61,130.88,37.73,27.27,34.93
0,-76.36,3.68,7.0,0.0,130.77,38.57,24.9,36.53
0,-76.28,3.57,7.0,0.0,130.77,37.73,27.27,34.93
0,-76.43,3.18,7.0,0.0,130.77,42.97,19.27,37.73
0,-76.41,3.48,7.0,0.03,130.77,36.87,26.5,36.63
0,-76.51,3.17,7.0,0.0,130.77,36.07,25.07,38.87
0,-76.35,3.81,7.0,0.0,130.77,37.3,22.77,39.93
0,-76.17,4.27,7.0,0.0,130.77,37.47,24.13,38.4
0,-76.38,3.63,7.0,0.88,130.77,40.47,22.7,36.83
0,-76.51,3.17,7.0,0.03,130.77,36.07,25.07,38.87
0,-76.36,3.49,7.0,0.03,130.77,38.27,23.83,37.87
0,-76.28,3.75,7.0,0.03,130.77,34.53,37.6,27.87
0,-76.21,4.03,7.0,0.94,133.37,36.77,35.2,28.03
0,-76.24,3.55,7.0,0.03,130.77,35.97,33.2,30.83
0,-76.38,3.63,7.0,0.03,130.77,40.47,22.7,36.83
0,-76.38,3.63,7.0,0.03,130.77,40.47,22.7,36.83
0,-76.29,3.28,7.0,0.03,130.77,41.3,27.27,31.4
0,-76.42,3.57,7.0,0.94,132.17,31.37,28.3,40.3
0,-76.42,3.57,7.0,0.03,130.77,31.37,28.3,40.3
0,-76.35,3.68,7.0,0.94,132.17,38.1,23.87,38.0
0,-76.42,3.57,7.0,0.94,133.37,31.37,28.3,40.3
0,-76.42,3.57,7.0,0.0,130.77,31.37,28.3,40.3
0,-76.39,3.63,7.0,0.0,130.77,35.07,27.2,37.77
0,-76.38,3.63,7.0,0.94,132.17,40.47,22.7,36.83
0,-76.29,3.28,7.0,0.94,133.37,41.3,27.27,31.4
0,-76.32,3.48,7.0,0.94,133.37,38.93,24.8,36.3
0,-76.21,4.03,7.0,0.0,130.77,36.77,35.2,28.03
0,-76.3,3.59,7.0,0.0,130.77,33.03,29.63,37.33
0,-76.35,3.61,7.0,0.03,130.77,36.07,25.0,38.93
0,-76.32,3.48,7.0,0.0,130.77,38.93,24.8,36.3
0,-76.29,3.45,7.0,0.0,130.77,39.87,24.23,35.93
0,-76.35,3.81,7.0,0.03,130.77,37.3,22.77,39.93
0,-76.48,3.56,7.0,0.03,130.77,33.17,25.8,41.03
0,-76.48,3.56,7.0,0.0,130.77,33.17,25.8,41.03
0,-76.42,3.37,6.7,0.0,130.77,39.1,19.2,41.67
0,-76.35,3.13,6.7,0.03,130.77,44.27,19.6,36.13
0,-76.03,4.66,6.7,0.03,130.77,37.27,28.63,34.1
0,-75.84,5.02,6.7,0.03,130.77,37.53,31.17,31.3
0,-76.32,3.28,6.7,0.0,130.77,37.13,24.5,38.33
0,-76.36,3.28,6.7,0.0,130.77,37.7,23.3,39.03
0,-76.36,3.28,6.7,0.03,130.77,37.7,23.3,39.03
0,-76.36,3.28,6.7,0.03,130.77,37.7,23.3,39.03
0,-76.36,3.28,6.7,0.03,130.77,37.7,23.3,39.03
0,-76.22,4.24,6.7,0.0,130.77,38.53,24.37,37.1
0,-76.27,3.51,6.7,0.03,130.77,36.37,32.33,31.27
0,-76.02,4.57,6.7,0.03,130.77,36.4,29.43,34.13
0,-76.45,3.31,6.7,0.0,130.77,39.47,23.77,36.77
0,-76.34,3.39,6.7,0.03,130.77,37.07,24.13,38.77
0,-76.34,3.39,6.7,0.64,131.63,37.07,24.13,38.77
0,-76.34,3.39,6.7,0.64,131.63,37.07,24.13,38.77
0,-76.34,3.39,6.7,0.64,131.63,37.07,24.13,38.77
0,-76.23,4.25,6.7,0.64,131.63,39.63,26.43,33.9
0,-76.35,3.71,6.7,0.64,131.63,38.07,23.43,38.5
0,-76.35,3.71,6.7,0.64,131.63,38.07,23.43,38.5
0,-76.23,4.25,6.7,0.64,131.63,39.63,26.43,33.9
0,-76.23,4.25,6.7,0.38,131.63,39.63,26.43,33.9
0,-76.15,4.4,6.7,1.24,133.09,39.03,25.7,35.27
0,-76.35,3.71,6.7,0.38,131.63,38.07,23.43,38.5
0,-76.35,3.71,6.7,1.24,133.09,38.07,23.43,38.5
0,-76.04,4.57,6.7,1.24,133.09,35.03,29.03,35.9
0,-76.04,4.57,6.7,0.38,131.63,35.03,29.03,35.9
0,-76.1,4.37,6.7,0.38,131.63,36.03,25.73,38.23
0,-76.1,4.37,6.7,1.24,133.09,36.03,25.73,38.23
0,-76.1,4.37,6.7,0.38,131.63,36.03,25.73,38.23
0,-76.1,4.37,6.7,0.64,131.63,36.03,25.73,38.23
0,-76.08,4.31,6.7,0.64,131.63,36.87,28.83,34.27
0,-76.08,4.31,6.7,0.38,131.63,36.87,28.83,34.27
0,-76.08,4.31,6.7,1.24,133.09,36.87,28.83,34.27
0,-76.45,3.31,6.7,1.24,133.09,39.47,23.77,36.77
0,-76.45,3.31,6.7,1.24,133.09,39.47,23.77,36.77
0,-76.45,3.31,6.7,5.99,133.09,39.47,23.77,36.77
0,-76.52,3.18,6.7,0.64,131.63,38.37,25.8,35.87
0,-76.18,4.12,6.7,0.64,131.63,34.9,24.9,40.2
0,-76.34,3.17,6.7,0.64,131.63,35.3,24.13,40.57
0,-76.34,3.17,6.7,0.64,131.63,35.9,23.67,40.43
0,-76.41,3.26,6.7,5.99,133.09,39.63,24.1,36.3
0,-76.41,3.26,6.7,0.38,131.63,39.63,24.1,36.3
0,-76.41,3.26,6.7,5.99,133.09,39.63,24.1,36.3
0,-76.41,3.26,6.7,1.24,133.09,39.63,24.1,36.3
0,-76.41,3.26,6.7,1.24,133.09,39.63,24.1,36.3
0,-76.18,4.12,6.7,1.24,133.09,34.9,24.9,40.2
0,-76.18,4.12,6.7,1.24,133.09,34.9,24.9,40.2
0,-76.18,4.12,6.7,1.24,133.09,34.9,24.9,40.2
0,-76.42,3.26,6.7,5.99,133.09,41.7,20.1,38.2
0,-76.02,4.57,6.7,1.24,133.09,36.4,29.43,34.13
0,-76.42,3.26,6.7,1.24,133.09,41.7,20.1,38.2
0,-76.42,3.26,6.7,1.24,133.09,41.7,20.1,38.2
0,-76.32,3.18,6.7,1.24,133.09,37.67,25.8,36.53
0,-76.32,3.18,6.7,0.38,131.63,37.67,25.8,36.53
0,-76.32,3.18,6.7,0.38,131.63,37.67,25.8,36.53
0,-76.32,3.18,6.7,0.38,131.63,37.67,25.8,36.53
0,-76.45,3.31,6.7,1.24,133.09,40.33,23.7,35.97
0,-76.45,3.31,6.7,0.38,131.63,40.33,23.7,35.97
0,-76.27,3.18,6.7,0.38,131.63,39.67,24.7,35.6
0,-76.45,3.31,6.7,0.38,131.63,40.33,23.7,35.97
0,-76.45,3.31,6.7,0.38,131.63,40.33,23.7,35.97
0,-76.42,3.26,6.7,1.24,133.09,41.7,20.1,38.2
0,-76.08,4.51,6.7,1.24,133.09,38.83,25.93,35.23
0,-76.17,4.22,6.7,1.24,133.09,36.4,25.43,38.13
0,-76.17,4.22,6.7,0.64,131.63,36.4,25.43,38.13
0,-76.21,4.16,6.7,0.64,131.63,38.63,27.67,33.67
0,-76.21,4.16,6.7,0.38,131.63,38.63,27.67,33.67
0,-76.14,4.43,6.7,0.38,131.63,41.43,27.5,31.07
0,-76.14,4.43,6.7,0.38,131.63,41.43,27.5,31.07
0,-76.14,4.43,6.7,0.38,131.63,41.43,27.5,31.07
2,-75.98,4.22,6.7,0.38,131.63,34.93,27.4,37.63
2,-75.98,4.22,6.7,0.64,131.63,34.93,27.4,37.63
2,-75.98,4.22,6.7,0.38,131.63,34.93,27.4,37.63
2,-75.98,4.22,6.7,0.38,131.63,34.93,27.4,37.63
0,-76.14,4.43,6.7,1.24,133.09,41.43,27.5,31.07
